Room,Name,Actor,Item,Logic,Status,Comment,Aloha Comment,Aloha Suggested,Final Logic?
Labo 21,Labo 21 - Lars' Swift Flight,Labo_001_Zone_021.EVT_ev_s_5230_Finder_Upgrade,"aptitudes[""wall_charge""]",Labo21LowerLeft | Labo21UpperLeft,Done,,technically cannot enter from UpperLeft base-state?,Labo21LowerLeft,Labo21LowerLeft
Labo 22,Labo 22 - Gilroy Examination Record,Labo_001_Zone_022.BP_Interactable_AddItem_C_0,"tips[""tip_gilroyrecords_01""]",Labo22UpperRight,Done,,good,,Labo21LowerLeft | Labo21UpperLeft
Labo 24,Labo 24 - Caladrius Records,Labo_001_Zone_024.BP_Interactable_AddItem_C_0,"tips[""tip_caladriusrecord_01""]",((Labo24Left | Labo24Lower) + (high_jump | (double_jump + WALL_DASH))),Not Labbed,,From Left (wall_grab + double_jump + dodge),"Labo24Left + (wall_grab + double_jump + dodge | high_jump | double_jump + WALL_DASH)
| Labo24Lower + (high_jump | (double_jump + WALL_DASH))","Labo24Left + (wall_grab + double_jump + dodge | high_jump | double_jump + WALL_DASH)
| Labo24Lower + (high_jump | (double_jump + WALL_DASH))"
Labo 24,Labo 24 - Grimoire,Labo_001_Zone_024.BP_Interactable_TreasureBox_C_0,"stats[""shop_line_up""]","(Labo24Left + (high_jump | (double_jump + WALL_DASH))) 
| (Labo24Lower + high_jump)",Not Labbed,,"From Left (wall_grab + double_jump + dodge)
Lower can also access with WALL_DASH option? (ie. same as one above?)
you can, its just painful. ^","Labo24Left + (wall_grab + double_jump + dodge | high_jump | double_jump + WALL_DASH)
| Labo24Lower + (high_jump | (double_jump + WALL_DASH))","Labo24Left + (wall_grab + double_jump + dodge | high_jump | double_jump + WALL_DASH)
| Labo24Lower + (high_jump | (double_jump + WALL_DASH))"
Labo 26,Labo 26 - Materials,Labo_001_Zone_026.BP_Interactable_AddItem_C_0,"currencies[""Default""]","(Labo26Upper + (high_jump + double_jump) | (wall_grab + dodge + double_jump)) 
| ((Labo26Left | Labo26Right) + (double_jump + high_jump))",Not Labbed,,"high jump is enough by itself, no double_jump required; taking a closer look, fixed parenthesis as well","Labo26Upper + (high_jump | wall_grab + dodge + double_jump) 
| ((Labo26Left | Labo26Right) + high_jump)","Labo26Upper + (high_jump | wall_grab + dodge + double_jump) 
| ((Labo26Left | Labo26Right) + high_jump)"
Labo 27,Labo 27 - Origin Gem Core,Labo_001_Zone_027.BP_Interactable_TreasureBox_C_1,"materials[""parts_lv6_a""]",Labo27UpperRight,Done,,good,,Labo27UpperRight
Mine 2,Mine 2 - Helix Crystal,Mine_001_Zone_002.BP_Interactable_AddItem_C_1,"passives[""onkill_restorehp_1""]","Mine02Right 
| ((Mine02LowerLeft | Mine02LowerRight) + (double_jump | high_jump))",Not Labbed,,"I thought this was good, but testing again, is unnecessary? Am i crazy?
Also renamed Right -> UpperRight",Mine02UpperRight | Mine02LowerLeft | Mine02LowerRight,Mine02UpperRight | Mine02LowerLeft | Mine02LowerRight
Mine 4,Mine 4 - Writing Etched Into the Wall,Mine_001_Zone_004.BP_Interactable_AddItem_C_1,"tips[""tip_writingwall_01""]",Mine04Right | Mine04Left,Done,,good,,Mine04Upper | Mine04Left
Mine 4,Mine 4 - Miner Unit,Mine_001_Zone_004.EVT_ev_s_e0122_Wheeler_Defeat,"materials[""parts_lv2_b""]",Mine04Left,Done,,,,Mine04Left
Mine 5,Mine 5 - Charmed Fragment,Mine_001_Zone_005.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]","(Mine05Upper | Mine05Left) 
+ (high_jump | (double_jump + dodge)) ",Not Labbed,,good,,"(Mine05Upper | Mine05Left) 
+ (high_jump | (double_jump + dodge)) "
Mine 5,Mine 5 - Materials,Mine_001_Zone_005.BP_Interactable_AddItem_C_2,"currencies[""Default""]",(Mine05Left | Mine05Upper) + (high_jump | (double_jump + dodge) | (wall_grab + (dodge | wall_charge))),Not Labbed,,"wall_grab + double_jump also reaches
(left stick towards the item before first jump)",(Mine05Left | Mine05Upper) + (high_jump | (double_jump + dodge) | (wall_grab + (dodge | wall_charge | double_jump))),(Mine05Left | Mine05Upper) + (high_jump | (double_jump + dodge) | (wall_grab + (dodge | wall_charge | double_jump)))
Mine 5,Mine 5 - Magic Vial,Mine_001_Zone_005.BP_Interactable_AddItem_C_3,"stats[""passive_slot_s""]","(Mine05Upper | Mine05Left) 
+ (double_jump | high_jump | dodge)
+ pile_attack",Not Labbed,,good,,"(Mine05Upper | Mine05Left) 
+ (double_jump | high_jump | dodge)
+ pile_attack"
Mine 6,Mine 6 - Materials,Mine_001_Zone_006.BP_Interactable_AddItem_C_0,"currencies[""Default""]",Mine06LowerLeft + (wall_grab | double_jump | high_jump),Not Labbed,,good,,Mine06LowerLeft + (wall_grab | double_jump | high_jump)
Mine 6,Mine 6 - Charmed Fragment,Mine_001_Zone_006.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]","(Mine06UpperLeft | Mine06Right) 
+ (high_jump | (double_jump + (dodge | WALL_DASH)))",Not Labbed,,good,,"(Mine06UpperLeft | Mine06Right) 
+ (high_jump | (double_jump + (dodge | WALL_DASH)))"
Mine 8,Mine 8 - Unidentified Amplifier,Mine_001_Zone_008.BP_Interactable_AddItem_C_0,"materials[""parts_s5000_b""]",Mine08Upper + pile_attack + (high_jump | (double_jump + (dodge | WALL_DASH))),Not Labbed,,"double_jump is sufficient without dodge or WALL_DASH;
there is also a WALL_DASH only option (break the pile_attack barrier without charging thru it)
assuming no Mine08Right + Lever is needed?",Mine08Upper + pile_attack + (high_jump | double_jump | WALL_DASH),Mine08Upper + pile_attack + (high_jump | double_jump | WALL_DASH)
Mine 9,Mine 9 - Muninn,Mine_001_Zone_009.EVT_ev_s_0080_FrostAndOwl,"spirits[""s5090_owl""]",Mine09Upper | Mine09Right,Done,,,,Mine09Upper | Mine09Right
Mine 11,Mine 11 - Tarnished Tag,Mine_001_Zone_011.BP_Interactable_TreasureBox_C_1,"passives[""damage_cut_physic_1""]",Mine11Right,Done,,good,,Mine11Right
Mine 12,Mine 12 - Charmed Fragment,Mine_001_Zone_012.BP_Interactable_AddItem_C_0,"stats[""hp_up_s""]","(((Mine12Upper | Mine12Right) + (double_jump | high_jump)) 
| Mine12Left) 
+ pile_attack",Not Labbed,,"Added extra parenthesis to fix red..
Upper can also reach with dodge","((Mine12Right + (double_jump | high_jump)) 
| (Mine12Upper + (double_jump | high_jump | dodge)) 
| Mine12Left) 
+ pile_attack","((Mine12Right + (double_jump | high_jump)) 
| (Mine12Upper + (double_jump | high_jump | dodge)) 
| Mine12Left) 
+ pile_attack"
Mine 13,Mine 13 - Materials,Mine_001_Zone_013.BP_Interactable_AddItem_C_1,"currencies[""Default""]","(Mine13Right + (double_jump | high_jump)) 
| (Mine13Left + (double_jump | high_jump | wall_grab))",Not Labbed,,"Either this one needs to add Lever to Right, needs to be removed, or (next row)",,"(Mine13Right + (double_jump | high_jump)) 
| (Mine13Left + (double_jump | high_jump | wall_grab))"
Mine 13,Mine 13 - Grimoire,Mine_001_Zone_013.BP_Interactable_TreasureBox_C_1,"stats[""shop_line_up""]",Mine13Left,Done,,or This one needs Right as an option with Lever?,,Mine13Left
Mine 14,Mine 14 - Notification of Restricted Areas,Mine_001_Zone_014.BP_Interactable_AddItem_C_0,"tips[""tip_tunerjournal_01""]",Mine14Left | Mine14Lower | Mine14Right,Done,,good,,Mine14Left | Mine14Lower | Mine14Right
Mine 14,Mine 14 - Levy,Mine_001_Zone_014.BP_Trigger_Event_LevyTreasure_C_0,"quests[""quest_board""]","(Mine14Left | Mine14Lower | Mine14Right) 
+ (hook + (double_jump | dodge)) | (high_jump + wall_grab + (wall_charge | (dodge + double_jump)))",Unsure,"Not sure why this is [quest board]
This can be gotten with just high jump using the elevator if we wanted to reduce requirements","high_jump is enough on its own from standing on edge from Mine14Left, no moving elevator requirements; I would reduce the requirements.","(Mine14Left | Mine14Lower | Mine14Right) 
+ (hook + (double_jump | dodge) | high_jump)","(Mine14Left | Mine14Lower | Mine14Right) 
+ (hook + (double_jump | dodge) | high_jump)"
Mine 17,Mine 17 - Garm,Mine_001_Zone_017.EVT_ev_s_e5200_Pounder_Defeat,"aptitudes[""pile_attack""]",Mine17Right,Done,,,,Mine17Right
Paradise 1,Paradise 1 - Charmed Fragment 1,Paradise_001_Zone_001.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]","((Paradise01Left | Paradise01LowerRight) + (high_jump | double_jump)) 
| (Paradise01UpperRight + (double_jump | dodge | high_jump))",Not Labbed,,seems good,,"((Paradise01Left | Paradise01LowerRight) + (high_jump | double_jump)) 
| (Paradise01UpperRight + (double_jump | dodge | high_jump))"
Paradise 1,Paradise 1 - Charmed Fragment 2,Paradise_001_Zone_001.BP_Interactable_AddItem_C_2,"stats[""hp_up_s""]",(Paradise01Left | Paradise01LowerRight | Paradise01UpperRight) + high_jump,Unsure,Can be reached from 02 using a wall dash,agreed with WALL_DASH comment; good otherwise,,(Paradise01Left | Paradise01LowerRight | Paradise01UpperRight) + high_jump
Paradise 2,Paradise 2 - Declan's Records,Paradise_001_Zone_002.BP_Interactable_AddItem_C_0,"tips[""tip_degrandsrecord_01""]","((Paradise02Left | Paradise02LowerRight) + (double_jump | dodge | high_jump)) 
| Paradise02UpperLeft 
| (Paradise02CenterLeft + Paradise04Left_Lever)",Not Labbed,,"Added extra parenthesis to fix red..
Should UpperLeft & CenterLeft be UpperRight & CenterRight?","((Paradise02Left | Paradise02LowerRight) + (double_jump | dodge | high_jump)) 
| Paradise02UpperRight 
| (Paradise02CenterRight + Paradise04Left_Lever)","((Paradise02Left | Paradise02LowerRight) + (double_jump | dodge | high_jump)) 
| Paradise02UpperRight 
| (Paradise02CenterRight + Paradise04Left_Lever)"
Paradise 3,Paradise 3 - Magic Vial,Paradise_001_Zone_003.BP_Interactable_AddItem_C_0,"stats[""passive_slot_s""]",((Paradise03UpperLeft | Paradise03LowerLeft | (Paradise03Lower + (high_jump | wall_grab)))) + TORRENT,Not Labbed,,"Added extra parenthesis to fix red...
Seems good
LowerLeft requires key?",,((Paradise03UpperLeft | Paradise03LowerLeft | (Paradise03Lower + (high_jump | wall_grab)))) + TORRENT
Paradise 3,Paradise 3 - Grimoire,Paradise_001_Zone_003.BP_Interactable_TreasureBox_C_0,"stats[""shop_line_up""]","(Paradise03UpperLeft + (high_jump | (double_jump + WALL_DASH) | high_jump))) 
| ((Paradise03LowerLeft | Paradise03Lower) + (high_jump | (double_jump + wall_grab + dodge))",Not Labbed,,"UpperLeft and LowerLeft can both reach with double_jump + dodge (no wall_grab)
LowerLeft also requires key?
high_jump duplicate","(Paradise03UpperLeft | Paradise03LowerLeft) + (high_jump | double_jump + (dodge | WALL_DASH)) 
| Paradise03Lower + (high_jump | double_jump + wall_grab + (dodge | wall_charge))","(Paradise03UpperLeft | Paradise03LowerLeft) + (high_jump | double_jump + (dodge | WALL_DASH)) 
| Paradise03Lower + (high_jump | double_jump + wall_grab + (dodge | wall_charge))"
Paradise 5,Paradise 5 - Charmed Fragment,Paradise_001_Zone_005.BP_Interactable_AddItem_C_0,"stats[""hp_up_s""]",(Paradise05UpperRight | Paradise05Right) + (high_jump | WALL_DASH),Not Labbed,,there is also wall_grab + double_jump + dodge,(Paradise05UpperRight | Paradise05Right) + (high_jump | WALL_DASH | wall_grab + double_jump + dodge),(Paradise05UpperRight | Paradise05Right) + (high_jump | WALL_DASH | wall_grab + double_jump + dodge)
Paradise 8,Paradise 8 - No.47,Paradise_001_Zone_008.EVT_ev_s_e0289_Banshee_Defeat,"materials[""parts_lv5_b""]",Paradise08Lower | Paradise08LowerLeft | ParadiseLowerRight,Done,,Im assuming ParadiseLowerRight -> Paradise08LowerRight,Paradise08Lower | Paradise08LowerLeft | Paradise08LowerRight,Paradise08Lower | Paradise08LowerLeft | Paradise08LowerRight
Paradise 11,Paradise 11 - Bloodstained Diary,Paradise_001_Zone_011.BP_Interactable_AddItem_C_0,"tips[""tip_bloodstaineddiary_01""]",Paradise11Upper,Done,,good,,Paradise11Upper
Paradise 12,Paradise 12 - Declan's Ring,Paradise_001_Zone_012.BP_Interactable_TreasureBox_C_0,"passives[""onattack_restorehp_1""]",Paradise12Upper,Done,,good,,Paradise12Upper
Paradise 19,Paradise 19 - Scrap,Paradise_001_Zone_019.BP_Interactable_AddItem_C_0,"currencies[""rare""]",Paradise19Lower,Done,,good,,Paradise19Lower
Paradise 19,Paradise 19 - Materials,Paradise_001_Zone_019.BP_Interactable_AddItem_C_1,"currencies[""Default""]",(Paradise19Upper | Paradise19Left) + TORRENT,Not Labbed,,good - unless you want to add Lever,,(Paradise19Upper | Paradise19Left) + TORRENT
Paradise 19,Paradise 19 - Motley's Torrent,Paradise_001_Zone_019.EVT_ev_s_5220_Wirer_Upgrade,"aptitudes[""dash_charge_underwater""]",Paradise19Upper | (Paradise19Left + TORRENT),Not Labbed,,need to add Lever or remove Left,,Paradise19Upper
Paradise 21,Paradise 21 - Materials,Paradise_001_Zone_021.BP_Interactable_AddItem_C_0,"currencies[""Default""]",Paradise21Right,Done,,good,,Paradise21Right
Paradise 24,Paradise 24 - Words Etched into Cell,Paradise_001_Zone_024.BP_Interactable_AddItem_C_0,"tips[""tip_prisonwall_01""]",Paradise24Left,Done,,good,,Paradise24Left
Paradise 26,Paradise 26 - Declan's Binds,Paradise_001_Zone_026.BP_Interactable_AddItem_C_0,"equipments[""armor_015""]",Paradise26Upper,Done,,good,,Paradise26Upper
Paradise 30,Paradise 30 - Grand Sorcerer's Key,Paradise_001_Zone_030.EVT_ev_n_e0289_Banshee_KeyGet,"keys[""key_owner""]",Paradise30Left,Done,,,"go to Paradise03 LowerLeft and talk to NPC, EVT_ev_s_e0289_BansheeMessage , then go to Paradise30 to trigger KeyGet",Paradise30Left + EVT_ev_s_e0289_BansheeMessage
Paradise 32,Paradise 32 - Unidentified Transformer,Paradise_001_Zone_032.BP_Interactable_AddItem_C_0,"materials[""parts_s5000_c""]","((Paradise32HiddenUpper | Paradise32Left | Paradise32Lower | Paradise32Right) + (high_jump | hook + (double_jump | dodge))
+ pile_attack)",Not Labbed,"Should Paradise32Lower be removed? Otherwise, it requires dive (technically torrent?)

Can WALL_DASH from Paradise33Left, which would just be a simpler WALL_DASH + double_jump","SIGH there is also double_jump + dodge + WALL_DASH from Right, and double_jump + WALL_DASH from HiddenUpper","((Paradise32Left | Paradise32Lower + dive) + (high_jump | hook + (double_jump | dodge))
| Paradise32HiddenUpper + (high_jump | double_jump + WALL_DASH | hook + (double_jump | dodge))
| Paradise32Right + (high_jump | double_jump + dodge + WALL_DASH | hook + (double_jump | dodge)))
+ pile_attack","((Paradise32Left | Paradise32Lower + dive) + (high_jump | hook + (double_jump | dodge))
| Paradise32HiddenUpper + (high_jump | double_jump + WALL_DASH | hook + (double_jump | dodge))
| Paradise32Right + (high_jump | double_jump + dodge + WALL_DASH | hook + (double_jump | dodge)))
+ pile_attack"
Paradise 33,Paradise 33 - Headless Gold Statue,Paradise_001_Zone_033.BP_Interactable_AddItem_C_0,"passives[""onkill_drops_1""]",Paradise33Upper | (Paradise33Left + (high_jump + dodge) | (wall_grab + dodge + double_jump)),Not Labbed,,"Added extra parenthesis to fix red...
wall_grab + double_jump does not require dodge
depends on how you fall from upper??
can also WALL_DASH + dodge from Paradise32 (which also requires some way to get there; like hook) =/",Paradise33Upper | (Paradise33Left + (high_jump + (dodge | double_jump | WALL_DASH)) | (wall_grab + double_jump)),Paradise33Upper | Paradise33Left + (high_jump + (dodge | double_jump | WALL_DASH) | wall_grab + double_jump)
Paradise 34,Paradise 34 - Cracked Magicite Dagger,Paradise_001_Zone_034.BP_Interactable_TreasureBox_C_1,"passives[""damage_up_skillcategory_special_1""]",Paradise34Upper,Done,,good,,Paradise34Upper
Quarry 1,Quarry 1 - Survey Teams Notes,Quarry_001_Zone_001.BP_Interactable_AddTutorial_C_0,"tips[""tip_freeze_01""]",Quarry01Lower | Quarry01Right,Done,,"Should be Quarry01Left, not lower; also assumes door is unlocked or does it need to add key?
Left requires double_jump | wall_grab | high_jump

IMO Quarry01Left should be removed",Quarry01Left + (double_jump | wall_grab | high_jump) | Quarry01Right,Quarry01Left + (double_jump | wall_grab | high_jump) | Quarry01Right
Quarry 2,Quarry 2 - Charmed Fragment,Quarry_001_Zone_002.BP_Interactable_AddItem_C_2,"stats[""hp_up_s""]","(Quarry02Right | Quarry02LowerLeft | Quarry02LowerRight) 
+ (double_jump + dash_charge)",Not Labbed,,good,,"(Quarry02Right | Quarry02LowerLeft | Quarry02LowerRight) 
+ (double_jump + dash_charge)"
Quarry 3,Quarry 3 - Tattered Notice,Quarry_001_Zone_003.BP_Interactable_AddItem_C_0,"tips[""tip_raggedpastedown_01""]",Quarry03Upper | Quarry03Lower,Done,,good,,Quarry03Upper | Quarry03Lower
Quarry 3,Quarry 3 - Levy,Quarry_001_Zone_003.BP_Trigger_Event_LevyTreasure_C_0,"quests[""quest_perfume""]",Quarry03Upper | Quarry03Lower,Done,,good,,Quarry03Upper | Quarry03Lower
Quarry 4,Quarry 4 - Materials,Quarry_001_Zone_004.BP_Interactable_AddItem_C_1,"currencies[""Default""]",Quarry04Upper,Done,,this requires dash_charge,Quarry04Upper + dash_charge,Quarry04Upper + dash_charge
Quarry 4,Quarry 4 - Grimoire,Quarry_001_Zone_004.BP_Interactable_TreasureBox_C_1,"stats[""shop_line_up""]",Quarry04Left + (high_jump | wall_grab | double_jump),Not Labbed,,good,,Quarry04Left + (high_jump | wall_grab | double_jump)
Quarry 5,Quarry 5 - Materials,Quarry_001_Zone_005.BP_Interactable_AddItem_C_0,"currencies[""Default""]",None,Unsure,not sure why I put None here,"not sure either!
would expect something like Quarry05Lower at least.
if you enter the room with wall_grab (wall_grab + double_jump more specifically) is one option, then you dont need any additional movement (not even double_jump | wall_grab). Other option to enter is high_jump, but again, high_jump isnt even required for the item
in short, if you can enter the room, you can get the item.",Quarry05Lower,Quarry05Lower
Quarry 7,Quarry 7 - Survey Team Gauntlet,Quarry_001_Zone_007.BP_Interactable_AddItem_C_1,"passives[""debuff_damage_up_a_1""]","(Quarry07Upper | Quarry07Lower | Quarry07Left) 
+ (high_jump | (double_jump + (WALL_DASH | dodge)))",Unsure,"Quarry07Right needs access to Quarry04

Can WALL_DASH from Quarry10Right","Added extra parenthesis to fix red...
Right is not included (assuming due to dash_charge barrier) as also noted by comment
seems good otherwise",,"(Quarry07Upper | Quarry07Lower | Quarry07Left) 
+ (high_jump | (double_jump + (WALL_DASH | dodge)))"
Quarry 10,Quarry 10 - New Model Core,Quarry_001_Zone_010.BP_Interactable_AddItem_C_1,"materials[""parts_lv4_a""]","(Quarry10UpperRight + (high_jump | double_jump | (wall_grab + (dodge | wall_charge))))
| (Quarry10HiddenRight + (WALL_DASH | high_jump | double_jump)) 
| (Quarry10Lower + (double_jump | high_jump))",Not Labbed,,"Added extra parenthesis to fix red... added extra | sign to fix logic...
Merged Upper & Hidden Rights, Lower can also wall_grab + dodge","((Quarry10UpperRight | Quarry10HiddenRight) + (high_jump | double_jump | (wall_grab + (dodge | wall_charge))))
| (Quarry10Lower + (double_jump | high_jump | wall_grab + dodge))","((Quarry10UpperRight | Quarry10HiddenRight) + (high_jump | double_jump | (wall_grab + (dodge | wall_charge))))
| (Quarry10Lower + (double_jump | high_jump | wall_grab + dodge))"
Quarry 11,Quarry 11 - Materials,Quarry_001_Zone_011.BP_Interactable_AddItem_C_0,"currencies[""Default""]",None,Unsure,not sure why I put none here,"Not sure either!
would expect Quarry11Left",Quarry11Left,Quarry11Left
Quarry 14,Quarry 14 - Magic Vial,Quarry_001_Zone_014.BP_Interactable_AddItem_C_1,"stats[""passive_slot_s""]","(Quarry14Upper | Quarry14Right) 
+ (double_jump + dash_charge)",Not Labbed,,good,,"(Quarry14Upper | Quarry14Right) 
+ (double_jump + dash_charge)"
Quarry 15,Quarry 15 - Depths Survey Record,Quarry_001_Zone_015.BP_Interactable_AddItem_C_1,"tips[""tip_lowestrecord_01""]","Quarry15Upper 
| ((Quarry15Lower | Quarry15Left) + (wall_grab + double_jump + (dodge + wall_charge)))",Not Labbed,"double_jump + wall_grab feels close to frame perfect, its annoyingly difficult","should basically be same as transition logic

does this need to split LowerLeft & LowerRight?
need to add high_jump option (think it may be simply alternative to double_jump?)
wall_grab + double_jump is sufficient (utilize walls near C1)

so i dont second guess myself again: high_jump is NOT required to get to C_3 (below), BUT is interchangable with double_jump in order to reach the upper area/lever.","Quarry15Upper 
| (Quarry15Left | Quarry15LowerLeft | Quarry15LowerRight) + (double_jump + wall_grab | high_jump + (dodge + wall_grab | WALL_DASH))","Quarry15Upper 
| (Quarry15Left | Quarry15LowerLeft | Quarry15LowerRight) + (double_jump + wall_grab | high_jump + (dodge + wall_grab | WALL_DASH))"
Quarry 15,Quarry 15 - Charmed Fragment,Quarry_001_Zone_015.BP_Interactable_AddItem_C_3,"stats[""hp_up_s""]",((Quarry15Lower | Quarry15Left) + (wall_grab + (double_jump | dodge | wall_charge))),Not Labbed,,"added extra parenthesis to fix red..
does this need to split LowerLeft & LowerRight?",(Quarry15Left | Quarry15LowerLeft | Quarry15LowerRight) + (wall_grab + (double_jump | dodge | wall_charge)),(Quarry15Left | Quarry15LowerLeft | Quarry15LowerRight) + (wall_grab + (double_jump | dodge | wall_charge))
Quarry 15,Quarry 15 - Krios,Quarry_001_Zone_015.BP_Interactable_TreasureBox_C_1,"assists[""assist_001""]","Quarry15Upper 
| ((Quarry15Lower | Quarry15Left) + (wall_grab + double_jump + (dodge | wall_charge)))",Not Labbed,"double_jump + wall_grab feels close to frame perfect, its annoyingly difficult","should basically be same as transition logic

does this need to split LowerLeft & LowerRight?
need to add high_jump option (think it may be simply alternative to double_jump?)
should be same as 177","Quarry15Upper 
| (Quarry15Left | Quarry15LowerLeft | Quarry15LowerRight) + (double_jump + wall_grab | high_jump + (dodge + wall_grab | WALL_DASH))","Quarry15Upper 
| (Quarry15Left | Quarry15LowerLeft | Quarry15LowerRight) + (double_jump + wall_grab | high_jump + (dodge + wall_grab | WALL_DASH))"
Quarry 16,Quarry 16 - Materials,Quarry_001_Zone_016.BP_Interactable_AddItem_C_0,"currencies[""Default""]",None,Unsure,,would expect Quarry16Right,Quarry16Right,Quarry16Right
Quarry 17,Quarry 17 - Materials,Quarry_001_Zone_017.BP_Interactable_AddItem_C_0,"currencies[""Default""]",None,Unsure,,would expect Quarry17Right,Quarry17Right,Quarry17Right
Quarry 18,Quarry 18 - Blighted Talisman,Quarry_001_Zone_018.BP_Interactable_AddItem_C_1,"passives[""stamina_damage_up_a_1""]","(Quarry18Upper + (wall_grab | high_jump | (double_jump + dodge))) 
| ((Quarry18LowerLeft | Quarry18HiddenLeft) + high_jump | (double_jump + dodge) | (wall_grab + (dodge | wall_charge)))",Not Labbed,,"double_jump + wall_grab also works from Lefts
not sure how wall_grab from Upper is enough by itself, maybe WALL_DASH intended?
wall_grab + dodge also works from upper
Combined everything.",(Quarry18Upper | Quarry18LowerLeft | Quarry18HiddenLeft) + (high_jump | double_jump + dodge | wall_grab + (double_jump | dodge | wall_charge)),(Quarry18Upper | Quarry18LowerLeft | Quarry18HiddenLeft) + (high_jump | double_jump + dodge | wall_grab + (double_jump | dodge | wall_charge))
Quarry 21,Quarry 21 - Unidentified Core,Quarry_001_Zone_021.BP_Interactable_AddItem_C_1,"materials[""parts_s5000_a""]","((Quarry21Right | Quarry21Lower) 
+ high_jump | (double_jump + (dodge | WALL_DASH)))",Not Labbed,,dont think high_jump is enough from Lower; high_jump + (double_jump | dodge) maybe,"Quarry21Lower + (high_jump + (double_jump | dodge | WALL_DASH)) | (double_jump + (dodge | WALL_DASH)))
| Quarry21Right + (high_jump | (double_jump + (dodge | WALL_DASH)))","Quarry21Lower + (high_jump + (double_jump | dodge | WALL_DASH) | double_jump + (dodge | WALL_DASH))
| Quarry21Right + (high_jump | double_jump + (dodge | WALL_DASH))"
Quarry 21,Quarry 21 - Jagged Crystal,Quarry_001_Zone_021.BP_Interactable_AddItem_C_2,"passives[""damage_up_minhp_1""]","((Quarry21Right | Quarry21Lower)
 + high_jump | (double_jump + wall_grab + (dodge + wall_charge)))",Not Labbed,,"dont think high_jump is enough from Lower; high_jump + (double_jump | dodge) maybe
this logic is weird, maybe a + is meant as an |
dont need dodge | wall_charge from right","Quarry21Lower + ((high_jump + (double_jump | dodge | WALL_DASH)) | (double_jump + wall_grab + (dodge | wall_charge)))
| Quarry21Right + (high_jump | (double_jump + wall_grab))","Quarry21Lower + ((high_jump + (double_jump | dodge | WALL_DASH)) | (double_jump + wall_grab + (dodge | wall_charge)))
| Quarry21Right + (high_jump | (double_jump + wall_grab))"
Quarry 24,Quarry 24 - Materials,Quarry_001_Zone_024.BP_Interactable_AddItem_C_0,"currencies[""Default""]",Quarry24Upper,Done,,good,,Quarry24Upper
Quarry 31,Quarry 31 - Lars' Grip,Quarry_001_Zone_031.EVT_ev_s_n7043_Quarry_Tuner,"aptitudes[""wall_grab""]",Quarry31Upper,Done,,"do you have to enter from Upper? what about from Right?
(story progression wise, ""should"" always enter from upper, but i dont see that is a hard and true restriction here?)",Quarry31Upper | Quarry31Right,Quarry31Upper | Quarry31Right
Roots 1,Roots 1 - Reibolg 1,Roots_001_Zone_001.EVT_ev_s_e5012_RootsLancer_Defeat,"spirits[""s5010_lancer""]",Roots01Left,Done,,,,Roots01Left
Roots 1,Roots 1 - Reibolg 2,Roots_001_Zone_001.EVT_ev_s_e5012_RootsLancer_Defeat.1,"quests[""quest_eye""]",Roots01Left,Done,,is this EVT_ev_s_e6050_MasterDefeat?,,Roots01Left
Roots 2,Roots 2 - Lilia's Blighted Ring,Roots_001_Zone_002.EVT_ev_s_FinalRelic,"passives[""ending_flag""]",Roots02Right + quest_amulet,Unsure,"are we going to be using the same requirements for ending b (need Blighted eye and stele to get curio from Lily to get Blighted Ring from Lilia, or will curio and Blighted Ring be shuffled???",,,Roots02Right + quest_amulet
Roots 2,Roots 2 - White Priestess' Attire,Roots_001_Zone_002.EVT_ev_s_FinalRelic.1,"costumes[""p0050""]",Roots02Right + quest_amulet,Not Labbed,,,,Roots02Right + quest_amulet
Roots 5,Roots 5 - Stele of the Land of Origin,Roots_001_Zone_005.EVT_ev_n_Levy_Treasure6_001,"quests[""quest_lithograph""]",Roots05Upper | Roots05Right,Done,,,,Roots05Upper | Roots05Right
Roots 6,Roots 6 - Charmed Fragment,Roots_001_Zone_006.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]",(Roots06Right + pile_attack + (wall_grab | high_jump)) ,Not Labbed,,good,,(Roots06Right + pile_attack + (wall_grab | high_jump)) 
Roots 6,Roots 6 - Origin Gem Core,Roots_001_Zone_006.BP_Interactable_AddItem_C_3,"materials[""parts_lv6_a""]",(Roots06Right + pile_attack + dash_charge + (wall_grab | high_jump)) ,Not Labbed,,good,,(Roots06Right + pile_attack + dash_charge + (wall_grab | high_jump)) 
Roots 8,Roots 8 - Charmed Ore,Roots_001_Zone_008.BP_Interactable_AddItem_C_1,"stats[""hp_up_l""]",Roots08Left + (wall_grab | high_jump | (dodge + double_jump)),Not Labbed,,"added extra parenthesis to fix red..
good",,Roots08Left + (wall_grab | high_jump | (dodge + double_jump))
Roots 9,Roots 9 - Materials,Roots_001_Zone_009.BP_Interactable_TreasureBox_C_1,"currencies[""Default""]",Roots09Lower,Done,,good,,Roots09Lower
Roots 11,Roots 11 - Blighted Prophecy,Roots_001_Zone_011.BP_Interactable_AddItem_C_1,"tips[""tip_prophecybook_01""]",Roots11Right | Roots11HiddenUpper,Done,,Lower can reach with the Lever?,,Roots11Right | Roots11HiddenUpper
